,name,link,min_salary,max_salary,currency,employer,site_name
306,Аналитик данных,https://hh.ru/vacancy/49923474?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АО Российский экспортный центр,hh.ru
307,BI Developer (reporting systems),https://hh.ru/vacancy/49441047?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quadcode,hh.ru
308,Аналитик,https://hh.ru/vacancy/50612273?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Selecty,hh.ru
309,Senior Data Engineer,https://hh.ru/vacancy/49129584?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
310,Data Quality Engineer,https://hh.ru/vacancy/45974764?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"EPAM Systems, Inc.",hh.ru
311,Data Engineer (Java),https://hh.ru/vacancy/47685119?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,EIS Group,hh.ru
312,Scala Developer,https://hh.ru/vacancy/48774181?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,iTechArt Group,hh.ru
313,UX-writer,https://hh.ru/vacancy/48658704?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Big Data Technologies,hh.ru
314,Copywriter (Regional team),https://hh.ru/vacancy/49078724?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Big Data Technologies,hh.ru
315,Senior Data Engineer,https://hh.ru/vacancy/49129579?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Quantori,hh.ru
316,Scala Developer,https://hh.ru/vacancy/40749678?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,iTechArt Group,hh.ru
317,Graph Analytics Engineer,https://hh.ru/vacancy/48926799?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Intel Corporation,hh.ru
318,Export Analyst,https://hh.ru/vacancy/50664196?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,BELUGA GROUP. Алкогольное направление. Офис,hh.ru
319,Системный аналитик data warehouse,https://hh.ru/vacancy/50599623?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ИНВИТРО,hh.ru
320,Regional marketing team lead,https://hh.ru/vacancy/50657088?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Big Data Technologies,hh.ru
321,Senior Data Backend Engineer,https://hh.ru/vacancy/51213127?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,E-ngineers BY / Е-Инженирс БиУай,hh.ru
322,Medical Data Analyst / Медицинский аналитик,https://hh.ru/vacancy/50436741?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Одиссеус Дата Сервисес,hh.ru
323,Business Analyst,https://hh.ru/vacancy/50801528?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Инспекторио Бел,hh.ru
324,Senior Machine Learning Engineer,https://hh.ru/vacancy/50863154?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО КЛАРИТИ / CLARITY,hh.ru
325,UX Researcher,https://hh.ru/vacancy/51702916?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,APALON,hh.ru
326,UX Researcher,https://hh.ru/vacancy/51702670?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,APALON,hh.ru
327,Провідний експерт з якості (керівник групи),https://hh.ru/vacancy/51643186?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Vodafone Украина,hh.ru
328,Back-End инженер Golang (Рекомендательная система),https://hh.ru/vacancy/50981501?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер. IT,hh.ru
329,Retention Manager,https://hh.ru/vacancy/48331639?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,SOFTSWISS,hh.ru
330,Scrum Master в международную IT-компанию,https://hh.ru/vacancy/47199563?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Big Data Technologies,hh.ru
331,Product Owner - Portfolio Calculation,https://hh.ru/vacancy/50987397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Deutsche Bank Technology Center,hh.ru
332,Frontend-Developer Middle / Senior,https://hh.ru/vacancy/49579120?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Big Data Technologies,hh.ru
333,Reporting Specialist (Аnalyst),https://hh.ru/vacancy/50231367?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,100000,руб.,Coleman Services,hh.ru
334,PHP-Developer Middle / Senior,https://hh.ru/vacancy/46193809?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Big Data Technologies,hh.ru
335,"Solution Architect (Smart campus, education, healthcare solutions)",https://hh.ru/vacancy/51791115?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,HUAWEI,hh.ru
336,PHP/Golang-Developer Middle / Senior,https://hh.ru/vacancy/42777355?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Big Data Technologies,hh.ru
337,Delivery Manager,https://hh.ru/vacancy/51402044?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Неофлекс,hh.ru
338,Software Development Engineer,https://hh.ru/vacancy/48622332?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Intel Corporation,hh.ru
339,IOS разработчик,https://hh.ru/vacancy/49291750?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Big Data Technologies,hh.ru
340,Аналитик по ценообразованию,https://hh.ru/vacancy/50801906?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО GRC-ES,hh.ru
341,Аналитик,https://hh.ru/vacancy/50584116?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Неофлекс,hh.ru
342,Python developer/Python разработчик,https://hh.ru/vacancy/51733212?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Московский метрополитен,hh.ru
343,Developer Relations Manager / DevRel,https://hh.ru/vacancy/51616719?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,200000,,руб.,Точка,hh.ru
344,Системный аналитик (Аудиоаналитика),https://hh.ru/vacancy/50703343?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
345,Системный аналитик (Аудиоаналитика),https://hh.ru/vacancy/50398298?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
346,Junior Product Manager,https://hh.ru/vacancy/50583603?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,XWAY,hh.ru
347,Junior AI/ML Ops Engineer,https://hh.ru/vacancy/51270562?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Nokia Networks (ООО НСН),hh.ru
348,System Analyst (DWH),https://hh.ru/vacancy/51691154?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Playrix,hh.ru
349,Automation QA Engineer,https://hh.ru/vacancy/50684873?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
350,Senior Analyst / Financial Planning and Analysis,https://hh.ru/vacancy/50270151?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ID Finance,hh.ru
351,Product Manager Mobile (remote),https://hh.ru/vacancy/51507754?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,3000,5500,USD,LionStory,hh.ru
352,Automation QA Engineer,https://hh.ru/vacancy/50357848?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
353,Разработчик баз данных Postgres,https://hh.ru/vacancy/50417511?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО СтандартПроект,hh.ru
354,Системный аналитик (Аудиоаналитика),https://hh.ru/vacancy/51400856?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
355,SL2 engineer - FX4Cash,https://hh.ru/vacancy/50291590?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Deutsche Bank Technology Center,hh.ru
356,Системный аналитик (Аудиоаналитика),https://hh.ru/vacancy/50703424?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
357,Разработчик Siebel CRM,https://hh.ru/vacancy/51805490?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. Головной офис,hh.ru
358,System Analyst (DWH),https://hh.ru/vacancy/51691150?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Playrix,hh.ru
359,Lead System Analyst,https://hh.ru/vacancy/50753179?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,SberAutoTech,hh.ru
360,Системный аналитик (Аудиоаналитика),https://hh.ru/vacancy/50703481?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
361,Аналитик департамента рисков,https://hh.ru/vacancy/49126574?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,СберЛизинг,hh.ru
362,Бизнес-аналитик (IoT Платформа),https://hh.ru/vacancy/51851173?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО «МТС» ,hh.ru
363,Middle Python Developer,https://hh.ru/vacancy/51062817?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,180000,,руб.,AppQuantum,hh.ru
364,Бизнес-аналитик,https://hh.ru/vacancy/51789213?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Kelly Services,hh.ru
365,"Principal Architect of Data center (Warsaw, Poland）",https://hh.ru/vacancy/50809562?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Huawei Ukraine / Хуавей Україна,hh.ru
366,Аналитик SQL (карты),https://hh.ru/vacancy/49294705?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Банк Открытие,hh.ru
367,Аналитик,https://hh.ru/vacancy/50996121?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,50000,70000,руб.,ООО Банда умников,hh.ru
368,System Analyst (DWH),https://hh.ru/vacancy/51691153?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Playrix,hh.ru
369,Маркетолог-аналитик,https://hh.ru/vacancy/51793971?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"«Почта России», Офис",hh.ru
370,Аналитик по ценообразованию,https://hh.ru/vacancy/50801907?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО GRC-ES,hh.ru
371,Oracle/ETL разработчик (банк),https://hh.ru/vacancy/49973512?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Лига Цифровой Экономики,hh.ru
372,Руководитель направления продуктовой аналитики (Team Lead ДБО),https://hh.ru/vacancy/51764873?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. Головной офис,hh.ru
373,Senior Research Analyst (Retail Real Estate),https://hh.ru/vacancy/49172057?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,CBRE,hh.ru
374,Scala Developer,https://hh.ru/vacancy/51843850?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,oneFactor,hh.ru
375,Аналитик (розничная сеть),https://hh.ru/vacancy/51773015?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Лига Ставок,hh.ru
376,Аналитик CRM (Oracle Siebel CRM),https://hh.ru/vacancy/51805599?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. Головной офис,hh.ru
377,System Analyst (DWH),https://hh.ru/vacancy/51691152?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Playrix,hh.ru
378,Руководитель группы аналитики рекомендаций (ADTECH),https://hh.ru/vacancy/49581638?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Rambler&Co,hh.ru
379,Инженер по работе с данными/Риск-аналитик (розничные кредитные риски),https://hh.ru/vacancy/48254756?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Центральный банк Российской Федерации,hh.ru
380,Разработчик Scala,https://hh.ru/vacancy/50684832?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
381,Методолог ИТ процессов,https://hh.ru/vacancy/51689361?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер. IT,hh.ru
382,Team Lead — Руководитель команды разработки,https://hh.ru/vacancy/51729287?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,oneFactor,hh.ru
383,Automation QA Engineer,https://hh.ru/vacancy/50357849?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
384,Системный аналитик (Аудиоаналитика),https://hh.ru/vacancy/50703387?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
385,Reporting Analyst,https://hh.ru/vacancy/49513283?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,SocialTech,hh.ru
386,Аналитик,https://hh.ru/vacancy/50861872?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,100000,руб.,Деловые Линии,hh.ru
387,Internship in international accounting,https://hh.ru/vacancy/51207085?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,13000,18000,грн.,ООО СКН ЕВРОПА ЮА,hh.ru
388,Младший IT аналитик / Junior IT analyst,https://hh.ru/vacancy/49731152?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Changellenge,hh.ru
389,Аналитик бизнес-процессов,https://hh.ru/vacancy/50808751?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Страховая Компания Allianz,hh.ru
390,Automation QA Engineer,https://hh.ru/vacancy/50684877?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
391,Product manager Vodafone TV,https://hh.ru/vacancy/50891319?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Vodafone Украина,hh.ru
392,Technical Support Engineer,https://hh.ru/vacancy/50938438?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,1500,,USD,Match2One,hh.ru
393,Marketing Analyst / Manager,https://hh.ru/vacancy/49512194?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,SocialTech,hh.ru
394,Business Analyst (MS products),https://hh.ru/vacancy/51727410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ScienceSoft,hh.ru
395,Аналитик по развитию бизнеса,https://hh.ru/vacancy/50716207?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,XWAY,hh.ru
396,Team Lead — Руководитель команды разработки,https://hh.ru/vacancy/51729288?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,oneFactor,hh.ru
397,IT Project Manager / Business Analyst ECM/DMS,https://hh.ru/vacancy/51286728?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,150000,250000,руб.,IseoSolutions Russland LLC,hh.ru
398,Financial analyst (Cyprus),https://hh.ru/vacancy/51859517?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Pin Up Tech,hh.ru
399,Senior Performance Marketing Manager (Product Manager),https://hh.ru/vacancy/51853768?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,180000,250000,руб.,SegmentStream,hh.ru
400,QA Engineer - Sales Home,https://hh.ru/vacancy/50270231?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Deutsche Bank Technology Center,hh.ru
401,Разработчик Scala,https://hh.ru/vacancy/50684835?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
402,Automation QA Engineer,https://hh.ru/vacancy/50398250?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
403,Accountant,https://hh.ru/vacancy/51057387?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,IGM Technology,hh.ru
404,Financial Analyst / Финансовый аналитик,https://hh.ru/vacancy/50757223?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АО ТВК Авиапарк,hh.ru
405,Solution Architect,https://hh.ru/vacancy/51864979?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"EPAM Systems, Inc.",hh.ru
406,Automation QA Engineer,https://hh.ru/vacancy/50684876?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
407,"Product manager (СVM, связь в путешествиях)",https://hh.ru/vacancy/51803929?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ПАО МегаФон, Офис",hh.ru
408,Старший менеджер по развитию и поддержке продаж продуктов больших данных и финансовых услуг,https://hh.ru/vacancy/51285485?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
409,Head of CVM,https://hh.ru/vacancy/51704554?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Открытие Инвестиции,hh.ru
410,Middle DevOps Engineer for DWH Core Team,https://hh.ru/vacancy/51487147?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Parimatch Tech,hh.ru
411,Старший системный аналитик,https://hh.ru/vacancy/50623338?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. IT,hh.ru
412,Адміністратор бази даних MySQL,https://hh.ru/vacancy/51634149?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Vodafone Украина,hh.ru
413,Middle DWH инженер,https://hh.ru/vacancy/51697373?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/ALTEL),hh.ru
414,Системный аналитик (микросервисная архитектура),https://hh.ru/vacancy/48488321?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Инфосистемы Джет,hh.ru
415,Product Owner,https://hh.ru/vacancy/51737037?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Аренадата Софтвер,hh.ru
416,Разработчик Scala,https://hh.ru/vacancy/50684834?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
417,Automation QA Engineer,https://hh.ru/vacancy/50398251?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
418,Системный аналитик (финсектор),https://hh.ru/vacancy/51286913?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Инфосистемы Джет,hh.ru
419,Разработчик Python (ML),https://hh.ru/vacancy/51768742?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"Иннотех, Группа компаний",hh.ru
420,Руководитель бизнес-анализа B2B,https://hh.ru/vacancy/50066668?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
421,Senior Golang Engineer at Orca Security,https://hh.ru/vacancy/50867208?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Он Зэ Спот Девелопмент,hh.ru
422,Lead Java Developer,https://hh.ru/vacancy/50924265?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Oxagile,hh.ru
423,Начинающий системный аналитик,https://hh.ru/vacancy/46616791?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ИИС-Консалтинг,hh.ru
424,"Team Lead (Python, Go) at Orca Security",https://hh.ru/vacancy/50071161?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Он Зэ Спот Девелопмент,hh.ru
425,Разработчик Scala,https://hh.ru/vacancy/50684836?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
426,Руководитель направления исследования и прогнозирования департамента рисков,https://hh.ru/vacancy/49126599?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,СберЛизинг,hh.ru
427,Руководитель по продажам цифровых решений крупным клиентам,https://hh.ru/vacancy/50331510?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
428,Системный аналитик,https://hh.ru/vacancy/46653865?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"Единая электронная торговая площадка, АО (группа ВТБ)",hh.ru
429,Financial Partner,https://hh.ru/vacancy/51056599?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Luxoft,hh.ru
430,Руководитель отдела аналитики,https://hh.ru/vacancy/51369503?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Группа компаний «АЛБО»,hh.ru
431,Senior Product Manager,https://hh.ru/vacancy/43808548?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ALM Works,hh.ru
432,Junior Business Analyst (стажер),https://hh.ru/vacancy/51647412?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Netcracker Technology Corp.,hh.ru
433,Специалист по моделированию (риски),https://hh.ru/vacancy/50735041?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,СберЛизинг,hh.ru
434,SQL разработчик,https://hh.ru/vacancy/51770092?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АО Северсталь. IT & Digital,hh.ru
435,Разработчик-стажер SQL,https://hh.ru/vacancy/51807428?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Квадриум,hh.ru
436,Financial Partner,https://hh.ru/vacancy/51266867?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Luxoft,hh.ru
437,Cloud Architect (AWS / Azure / Google) Germany,https://hh.ru/vacancy/51639785?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,4200,5800,EUR,OTHERWAY,hh.ru
438,"Java Developer (Hadoop, Spark)",https://hh.ru/vacancy/51653946?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер. IT,hh.ru
439,DevOps Engineer,https://hh.ru/vacancy/51131257?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,60000,150000,руб.,ООО Артистраж,hh.ru
440,React Native Developer,https://hh.ru/vacancy/51415334?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,2500,4000,USD,Youdowell AG,hh.ru
441,Product Designer,https://hh.ru/vacancy/51642711?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,2000,,USD,App in the Air,hh.ru
442,Account Manager — Russia,https://hh.ru/vacancy/51701892?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,TikTok,hh.ru
443,Методолог процессов финансового департамента,https://hh.ru/vacancy/51616629?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ID Finance,hh.ru
444,Руководитель проектов в Центр управления данными,https://hh.ru/vacancy/51249949?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО Промсвязьбанк,hh.ru
445,Middle Kernel Developer - KernelCare [Remote],https://hh.ru/vacancy/50790668?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
446,Middle Kernel Developer - KernelCare [Remote],https://hh.ru/vacancy/50790893?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
447,Frontend-разработчик,https://hh.ru/vacancy/50936707?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
448,IT Solution Architect Cloud Platform,https://hh.ru/vacancy/51729522?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Атос АйТи Солюшенс энд Сервисез,hh.ru
449,Back end разработчик на Java,https://hh.ru/vacancy/51504472?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО СтандартПроект,hh.ru
450,Financial business controller,https://hh.ru/vacancy/49749452?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Kyivstar,hh.ru
451,Менеджер по продажам цифровых и ИТ-решений (BigData&Adtech),https://hh.ru/vacancy/51245966?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
452,Performance UA Producer,https://hh.ru/vacancy/50739300?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Playgendary,hh.ru
453,Team-lead PHP,https://hh.ru/vacancy/51740270?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,200000,,руб.,MixCart,hh.ru
454,Frontend-разработчик,https://hh.ru/vacancy/50684805?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
455,IT Project Manager (SAP SD),https://hh.ru/vacancy/50580581?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Hyundai Motor CIS,hh.ru
456,Архитектор решений (удаленно),https://hh.ru/vacancy/50886091?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
457,Brand Manager Super Premium American Whiskey,https://hh.ru/vacancy/51725563?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Brown Forman,hh.ru
458,Reporting Manager,https://hh.ru/vacancy/50948462?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"Emerging Travel Group (Ostrovok.ru, B2B.Ostrovok, RateHawk, ZenHotels)",hh.ru
459,Middle Kernel Developer - KernelCare [Remote],https://hh.ru/vacancy/50790718?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
460,Junior/Middle Python Developer,https://hh.ru/vacancy/51810041?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Belitsoft,hh.ru
461,IT Architect Cloud Platform,https://hh.ru/vacancy/51729523?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Атос АйТи Солюшенс энд Сервисез,hh.ru
462,Senior Golang Developer [Remote],https://hh.ru/vacancy/51028654?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Cloud Linux,hh.ru
463,Lead Backend Developer,https://hh.ru/vacancy/48048794?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,170000,300000,руб.,AliRadar,hh.ru
